model,dataset,group_id,variant_type,direction,original_correct,variant_correct,original_answer,variant_answer,gold_answer,gold_label,original_raw_output,variant_raw_output
Gemma-3-1B-IT,logiqa,RS_LOGIQA_015,information_order,wrong_to_wrong,0,0,C,C,"All birds are not plants, humans are animals, so humans are birds.",D,"C
tainedt️️ Climbs","C
tainedt️️ Climbs"
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_001,lexical,correct_to_correct,1,1,E,E,table,E,E.,E.
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_002,lexical,correct_to_correct,1,1,D,D,broken law,D,D.,D.
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_003,lexical,correct_to_correct,1,1,C,C,countryside,C,C,C
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_004,lexical,wrong_to_wrong,0,0,A,A,choice,B,A,A
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_005,lexical,correct_to_correct,1,1,A,A,family tree,A,A,A
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_006,lexical,correct_to_correct,1,1,D,D,disturb,D,D,D.
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_016,lexical,correct_to_correct,1,1,A,A,relaxation,A,A,A
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_020,lexical,wrong_to_wrong,0,0,A,A,confusion,D,A,A
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_024,lexical,correct_to_correct,1,1,B,B,think,B,B,B
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_030,lexical,wrong_to_correct,0,1,D,C,being happy,C,D,C.
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_001,syntactic,correct_to_correct,1,1,E,E,table,E,E.,E.
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_002,syntactic,correct_to_correct,1,1,D,D,broken law,D,D.,D.
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_003,syntactic,correct_to_correct,1,1,C,C,countryside,C,C,C
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_004,syntactic,wrong_to_wrong,0,0,A,A,choice,B,A,A
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_005,syntactic,correct_to_correct,1,1,A,A,family tree,A,A,A
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_006,syntactic,correct_to_correct,1,1,D,D,disturb,D,D,D.
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_016,syntactic,correct_to_correct,1,1,A,A,relaxation,A,A,A
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_020,syntactic,wrong_to_wrong,0,0,A,A,confusion,D,A,A
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_024,syntactic,correct_to_correct,1,1,B,B,think,B,B,B
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_030,syntactic,wrong_to_wrong,0,0,D,D,being happy,C,D,D
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_001,information_order,correct_to_wrong,1,0,E,B,table,E,E.,B
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_002,information_order,correct_to_correct,1,1,D,D,broken law,D,D.,D.
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_003,information_order,correct_to_correct,1,1,C,C,countryside,C,C,C
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_004,information_order,wrong_to_wrong,0,0,A,A,choice,B,A,A
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_005,information_order,correct_to_correct,1,1,A,A,family tree,A,A,A
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_006,information_order,correct_to_correct,1,1,D,D,disturb,D,D,D.
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_016,information_order,correct_to_correct,1,1,A,A,relaxation,A,A,A
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_020,information_order,wrong_to_wrong,0,0,A,A,confusion,D,A,A
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_024,information_order,correct_to_correct,1,1,B,B,think,B,B,B
Llama-3.2-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_030,information_order,wrong_to_wrong,0,0,D,D,being happy,C,D,D
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_001,lexical,wrong_to_wrong,0,0,30.00,8.00,20,,$30.00,$8.00
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_002,lexical,correct_to_wrong,1,0,30,15,30,,30,"To find the number of unoccupied units, first find the total number of occupied units and subtract that from the total number of units.

Total units = 15"
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_003,lexical,wrong_to_wrong,0,0,2,2,5,,2 hours.,2
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_004,lexical,wrong_to_wrong,0,0,70,760,1596,,140 + (140 * 0.5) + (140 * 0.9 * 0.5) = 140 + 70 +,120 + 110 * 6 = 760
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_005,lexical,wrong_to_wrong,0,0,4.91,110,5,,"180 + (365 - 180) * 2 = 540
540 / 110 = 4.91","180 + (365 - 180) = 365
365 * 1.5 = 547.5
547.5 / 110 ="
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_006,lexical,wrong_to_wrong,0,0,0.50,1.50,6,,$0.50,1.50
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_007,lexical,wrong_to_wrong,0,0,60,60,6,,60,60
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_008,lexical,wrong_to_wrong,0,0,0.5,0.5,25,,0.5,0.5
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_009,lexical,wrong_to_wrong,0,0,15,15,10,,15,15
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_010,lexical,correct_to_correct,1,1,90,90,90,,90,90
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_001,syntactic,wrong_to_wrong,0,0,30.00,30.00,20,,$30.00,$30.00
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_002,syntactic,correct_to_wrong,1,0,30,10,30,,30,10
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_003,syntactic,wrong_to_wrong,0,0,2,2,5,,2 hours.,2 hours
